#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244494309
#Software Version,2.7.5
Time (s),C1 (V),C2 (V)
-0.0493375,0.00162564802682935,0.447646003699165
-0.049325,0.00128917836494377,0.447308053234654
-0.0493125,0.00196211768871493,0.447308053234654
-0.0493,0.00128917836494377,0.447308053234654
-0.0492875,0.00128917836494377,0.447308053234654
-0.049275,0.00196211768871493,0.447308053234654
-0.0492625,0.00128917836494377,0.447308053234654
-0.04925,0.00162564802682935,0.447308053234654
-0.0492375,0.00229858735060051,0.447308053234654
-0.049225,0.00128917836494377,0.447308053234654
-0.0492125,0.00196211768871493,0.447308053234654
-0.0492,0.00196211768871493,0.447308053234654
-0.0491875,0.00128917836494377,0.446970102770143
-0.049175,0.00229858735060051,0.447308053234654
-0.0491625,0.00162564802682935,0.447308053234654
-0.04915,0.00162564802682935,0.447308053234654
-0.0491375,0.00229858735060051,0.447308053234654
-0.049125,0.00162564802682935,0.447308053234654
-0.0491125,0.00196211768871493,0.447308053234654
-0.0491,0.00229858735060051,0.447646003699165
-0.0490875,0.00128917836494377,0.447308053234654
-0.049075,0.00196211768871493,0.447308053234654
-0.0490625,0.00162564802682935,0.447308053234654
-0.04905,0.00128917836494377,0.447308053234654
-0.0490375,0.00196211768871493,0.447308053234654
-0.049025,0.00162564802682935,0.446970102770143
-0.0490125,0.00128917836494377,0.447646003699165
-0.049,0.00196211768871493,0.447308053234654
-0.0489875,0.00162564802682935,0.447308053234654
-0.048975,0.00162564802682935,0.447308053234654
-0.0489625,0.00196211768871493,0.446970102770143
-0.04895,0.00128917836494377,0.447308053234654
-0.0489375,0.00196211768871493,0.447308053234654
-0.048925,0.00162564802682935,0.447308053234654
-0.0489125,0.00128917836494377,0.447308053234654
-0.0489,0.00196211768871493,0.447308053234654
-0.0488875,0.00196211768871493,0.447308053234654
-0.048875,0.00162564802682935,0.447308053234654
-0.0488625,0.00229858735060051,0.447308053234654
-0.04885,0.00162564802682935,0.447308053234654
-0.0488375,0.00128917836494377,0.447308053234654
-0.048825,0.00196211768871493,0.447308053234654
-0.0488125,0.00128917836494377,0.447308053234654
-0.0488,0.00162564802682935,0.447308053234654
-0.0487875,0.00196211768871493,0.446970102770143
-0.048775,0.00128917836494377,0.447308053234654
-0.0487625,0.00196211768871493,0.447308053234654
-0.04875,0.00162564802682935,0.446970102770143
-0.0487375,0.00128917836494377,0.447308053234654
-0.048725,0.00196211768871493,0.447308053234654
-0.0487125,0.00196211768871493,0.447308053234654
-0.0487,0.00128917836494377,0.447308053234654
-0.0486875,0.00229858735060051,0.446970102770143
-0.048675,0.00128917836494377,0.447308053234654
-0.0486625,0.00162564802682935,0.446970102770143
-0.04865,0.00229858735060051,0.447308053234654
-0.0486375,0.00128917836494377,0.447308053234654
-0.048625,0.00196211768871493,0.447308053234654
-0.0486125,0.00196211768871493,0.447308053234654
-0.0486,0.00128917836494377,0.446970102770143
-0.0485875,0.00196211768871493,0.446970102770143
-0.048575,0.00162564802682935,0.447308053234654
-0.0485625,0.00128917836494377,0.447308053234654
-0.04855,0.00229858735060051,0.447308053234654
-0.0485375,0.00162564802682935,0.447308053234654
-0.048525,0.00128917836494377,0.447308053234654
-0.0485125,0.00196211768871493,0.446970102770143
-0.0485,0.00128917836494377,0.447308053234654
-0.0484875,0.00196211768871493,0.447308053234654
-0.048475,0.00196211768871493,0.447308053234654
-0.0484625,0.00128917836494377,0.446970102770143
-0.04845,0.00196211768871493,0.447308053234654
-0.0484375,0.00196211768871493,0.447308053234654
-0.048425,0.00128917836494377,0.447308053234654
-0.0484125,0.00196211768871493,0.447308053234654
-0.0484,0.00128917836494377,0.446970102770143
-0.0483875,0.00128917836494377,0.447308053234654
-0.048375,0.00196211768871493,0.447308053234654
-0.0483625,0.00128917836494377,0.447308053234654
-0.04835,0.00196211768871493,0.447308053234654
-0.0483375,0.00196211768871493,0.446970102770143
-0.048325,0.00128917836494377,0.447308053234654
-0.0483125,0.00162564802682935,0.446970102770143
-0.0483,0.00196211768871493,0.447308053234654
-0.0482875,0.00128917836494377,0.447308053234654
-0.048275,0.00196211768871493,0.447308053234654
-0.0482625,0.00196211768871493,0.446970102770143
-0.04825,0.00162564802682935,0.446970102770143
-0.0482375,0.00229858735060051,0.446970102770143
-0.048225,0.00196211768871493,0.446970102770143
-0.0482125,0.00162564802682935,0.446970102770143
-0.0482,0.00196211768871493,0.447308053234654
-0.0481875,0.00128917836494377,0.447308053234654
-0.048175,0.00162564802682935,0.447308053234654
-0.0481625,0.00196211768871493,0.447308053234654
-0.04815,0.00128917836494377,0.446970102770143
-0.0481375,0.00196211768871493,0.447308053234654
-0.048125,0.00196211768871493,0.447308053234654
-0.0481125,0.00128917836494377,0.447308053234654
-0.0481,0.00196211768871493,0.447308053234654
-0.0480875,0.00196211768871493,0.447308053234654
-0.048075,0.00162564802682935,0.447308053234654
-0.0480625,0.00229858735060051,0.447308053234654
-0.04805,0.00196211768871493,0.447646003699165
-0.0480375,0.00196211768871493,0.446970102770143
-0.048025,0.00229858735060051,0.447308053234654
-0.0480125,0.00162564802682935,0.447308053234654
-0.048,0.00162564802682935,0.446970102770143
-0.0479875,0.00229858735060051,0.447308053234654
-0.047975,0.00162564802682935,0.447308053234654
-0.0479625,0.00196211768871493,0.446970102770143
-0.04795,0.00196211768871493,0.447308053234654
-0.0479375,0.00128917836494377,0.447308053234654
-0.047925,0.00196211768871493,0.447308053234654
-0.0479125,0.00196211768871493,0.447308053234654
-0.0479,0.00128917836494377,0.446970102770143
-0.0478875,0.00229858735060051,0.446970102770143
-0.047875,0.00162564802682935,0.446970102770143
-0.0478625,0.00162564802682935,0.446970102770143
-0.04785,0.00229858735060051,0.446970102770143
-0.0478375,0.00162564802682935,0.446970102770143
-0.047825,0.00162564802682935,0.446970102770143
-0.0478125,0.00196211768871493,0.447308053234654
-0.0478,0.00128917836494377,0.447308053234654
-0.0477875,0.00196211768871493,0.447308053234654
-0.047775,0.00229858735060051,0.446970102770143
-0.0477625,0.00128917836494377,0.446970102770143
-0.04775,0.00196211768871493,0.446970102770143
-0.0477375,0.00162564802682935,0.447308053234654
-0.047725,0.00128917836494377,0.447308053234654
-0.0477125,0.00229858735060051,0.446970102770143
-0.0477,0.00162564802682935,0.447308053234654
-0.0476875,0.00128917836494377,0.446970102770143
-0.047675,0.00229858735060051,0.446970102770143
-0.0476625,0.00162564802682935,0.446970102770143
-0.04765,0.00162564802682935,0.447308053234654
-0.0476375,0.00229858735060051,0.447308053234654
-0.047625,0.00128917836494377,0.446970102770143
-0.0476125,0.00196211768871493,0.447308053234654
-0.0476,0.00196211768871493,0.446970102770143
-0.0475875,0.00128917836494377,0.447308053234654
-0.047575,0.00196211768871493,0.447308053234654
-0.0475625,0.00196211768871493,0.447308053234654
-0.04755,0.00162564802682935,0.447308053234654
-0.0475375,0.00196211768871493,0.447308053234654
-0.047525,0.00162564802682935,0.446970102770143
-0.0475125,0.00128917836494377,0.447308053234654
-0.0475,0.00196211768871493,0.447308053234654
-0.0474875,0.00128917836494377,0.447308053234654
-0.047475,0.00128917836494377,0.446970102770143
-0.0474625,0.00196211768871493,0.447308053234654
-0.04745,0.00128917836494377,0.446970102770143
-0.0474375,0.00162564802682935,0.446970102770143
-0.047425,0.00196211768871493,0.447308053234654
-0.0474125,0.00128917836494377,0.446970102770143
-0.0474,0.00162564802682935,0.446970102770143
-0.0473875,0.00196211768871493,0.447308053234654
-0.047375,0.00128917836494377,0.447308053234654
-0.0473625,0.00196211768871493,0.446970102770143
-0.04735,0.00162564802682935,0.447308053234654
-0.0473375,0.00128917836494377,0.446970102770143
-0.047325,0.00196211768871493,0.446970102770143
-0.0473125,0.00128917836494377,0.447308053234654
-0.0473,0.00128917836494377,0.447308053234654
-0.0472875,0.00196211768871493,0.447308053234654
-0.047275,0.00128917836494377,0.446970102770143
-0.0472625,0.00162564802682935,0.447308053234654
-0.04725,0.00196211768871493,0.447308053234654
-0.0472375,0.00128917836494377,0.447308053234654
-0.047225,0.00196211768871493,0.446970102770143
-0.0472125,0.00196211768871493,0.447308053234654
-0.0472,0.00128917836494377,0.446970102770143
-0.0471875,0.00196211768871493,0.446970102770143
-0.047175,0.00196211768871493,0.447308053234654
-0.0471625,0.00162564802682935,0.447308053234654
-0.04715,0.00229858735060051,0.447308053234654
-0.0471375,0.00162564802682935,0.447308053234654
-0.047125,0.00162564802682935,0.447308053234654
-0.0471125,0.00229858735060051,0.447308053234654
-0.0471,0.00162564802682935,0.447308053234654
-0.0470875,0.00196211768871493,0.447308053234654
-0.047075,0.00229858735060051,0.447308053234654
-0.0470625,0.00128917836494377,0.446970102770143
-0.04705,0.00196211768871493,0.446970102770143
-0.0470375,0.00196211768871493,0.447308053234654
-0.047025,0.00128917836494377,0.446970102770143
-0.0470125,0.00196211768871493,0.447308053234654
-0.047,0.00162564802682935,0.447308053234654
-0.0469875,0.00128917836494377,0.447308053234654
-0.046975,0.00229858735060051,0.447308053234654
-0.0469625,0.00162564802682935,0.447308053234654
-0.04695,0.00162564802682935,0.446970102770143
-0.0469375,0.00196211768871493,0.446970102770143
-0.046925,0.00162564802682935,0.447308053234654
-0.0469125,0.00196211768871493,0.446970102770143
-0.0469,0.00196211768871493,0.447308053234654
-0.0468875,0.00128917836494377,0.447308053234654
-0.046875,0.00196211768871493,0.447308053234654
-0.0468625,0.00196211768871493,0.447308053234654
-0.04685,0.00162564802682935,0.447308053234654
-0.0468375,0.00196211768871493,0.447308053234654
-0.046825,0.00196211768871493,0.447308053234654
-0.0468125,0.00128917836494377,0.446970102770143
-0.0468,0.00229858735060051,0.447308053234654
-0.0467875,0.00162564802682935,0.447308053234654
-0.046775,0.00128917836494377,0.447308053234654
-0.0467625,0.00229858735060051,0.446970102770143
-0.04675,0.00128917836494377,0.446970102770143
-0.0467375,0.00196211768871493,0.447308053234654
-0.046725,0.00196211768871493,0.447308053234654
-0.0467125,0.00128917836494377,0.446970102770143
-0.0467,0.00196211768871493,0.446970102770143
-0.0466875,0.00196211768871493,0.447308053234654
-0.046675,0.00128917836494377,0.446970102770143
-0.0466625,0.00196211768871493,0.447646003699165
-0.04665,0.00162564802682935,0.447308053234654
-0.0466375,0.00128917836494377,0.447308053234654
-0.046625,0.00196211768871493,0.447308053234654
-0.0466125,0.00162564802682935,0.447308053234654
-0.0466,0.00162564802682935,0.446970102770143
-0.0465875,0.00229858735060051,0.447308053234654
-0.046575,0.00162564802682935,0.446970102770143
-0.0465625,0.00196211768871493,0.447308053234654
-0.04655,0.00229858735060051,0.446632152305632
-0.0465375,0.00128917836494377,0.447308053234654
-0.046525,0.00196211768871493,0.446970102770143
-0.0465125,0.00196211768871493,0.447308053234654
-0.0465,0.00128917836494377,0.447308053234654
-0.0464875,0.00196211768871493,0.447308053234654
-0.046475,0.00162564802682935,0.446970102770143
-0.0464625,0.00162564802682935,0.446970102770143
-0.04645,0.00229858735060051,0.446970102770143
-0.0464375,0.00162564802682935,0.447308053234654
-0.046425,0.00162564802682935,0.446970102770143
-0.0464125,0.00196211768871493,0.446970102770143
-0.0464,0.00128917836494377,0.447308053234654
-0.0463875,0.00162564802682935,0.446970102770143
-0.046375,0.00196211768871493,0.447308053234654
-0.0463625,0.00128917836494377,0.447308053234654
-0.04635,0.00196211768871493,0.446970102770143
-0.0463375,0.00196211768871493,0.447308053234654
-0.046325,0.00162564802682935,0.446970102770143
-0.0463125,0.00229858735060051,0.446970102770143
-0.0463,0.00196211768871493,0.446970102770143
-0.0462875,0.00162564802682935,0.447308053234654
-0.046275,0.00196211768871493,0.446970102770143
-0.0462625,0.00162564802682935,0.446970102770143
-0.04625,0.00128917836494377,0.446970102770143
-0.0462375,0.00229858735060051,0.447308053234654
-0.046225,0.00162564802682935,0.446970102770143
-0.0462125,0.00162564802682935,0.446970102770143
-0.0462,0.00196211768871493,0.447308053234654
-0.0461875,0.00162564802682935,0.447646003699165
-0.046175,0.00196211768871493,0.447308053234654
-0.0461625,0.00196211768871493,0.447308053234654
-0.04615,0.00162564802682935,0.447308053234654
-0.0461375,0.00229858735060051,0.447308053234654
-0.046125,0.00196211768871493,0.446970102770143
-0.0461125,0.00128917836494377,0.447308053234654
-0.0461,0.00229858735060051,0.447308053234654
-0.0460875,0.00196211768871493,0.447308053234654
-0.046075,0.00162564802682935,0.447308053234654
-0.0460625,0.00229858735060051,0.447308053234654
-0.04605,0.00128917836494377,0.447308053234654
-0.0460375,0.00162564802682935,0.447308053234654
-0.046025,0.00196211768871493,0.447308053234654
-0.0460125,0.00162564802682935,0.447308053234654
-0.046,0.00196211768871493,0.447308053234654
-0.0459875,0.00196211768871493,0.447308053234654
-0.045975,0.00128917836494377,0.446970102770143
-0.0459625,0.00196211768871493,0.447646003699165
-0.04595,0.00196211768871493,0.446970102770143
-0.0459375,0.00128917836494377,0.446970102770143
-0.045925,0.00196211768871493,0.447308053234654
-0.0459125,0.00162564802682935,0.446970102770143
-0.0459,0.00128917836494377,0.446970102770143
-0.0458875,0.00196211768871493,0.447308053234654
-0.045875,0.00128917836494377,0.446970102770143
-0.0458625,0.00162564802682935,0.446970102770143
-0.04585,0.00196211768871493,0.446970102770143
-0.0458375,0.00128917836494377,0.447308053234654
-0.045825,0.00162564802682935,0.447308053234654
-0.0458125,0.00196211768871493,0.447308053234654
-0.0458,0.00128917836494377,0.446970102770143
-0.0457875,0.00196211768871493,0.446970102770143
-0.045775,0.00196211768871493,0.446970102770143
-0.0457625,0.00128917836494377,0.447308053234654
-0.04575,0.00229858735060051,0.446970102770143
-0.0457375,0.00162564802682935,0.446970102770143
-0.045725,0.00128917836494377,0.446970102770143
-0.0457125,0.00229858735060051,0.446970102770143
-0.0457,0.00162564802682935,0.446970102770143
-0.0456875,0.00162564802682935,0.446970102770143
-0.045675,0.00196211768871493,0.446970102770143
-0.0456625,0.00128917836494377,0.447308053234654
-0.04565,0.00196211768871493,0.446970102770143
-0.0456375,0.00229858735060051,0.446970102770143
-0.045625,0.00162564802682935,0.447308053234654
-0.0456125,0.00196211768871493,0.446970102770143
-0.0456,0.00196211768871493,0.447308053234654
-0.0455875,0.00128917836494377,0.447308053234654
-0.045575,0.00229858735060051,0.447308053234654
-0.0455625,0.00196211768871493,0.447308053234654
-0.04555,0.00162564802682935,0.447308053234654
-0.0455375,0.00229858735060051,0.446970102770143
-0.045525,0.00162564802682935,0.447308053234654
-0.0455125,0.00162564802682935,0.447308053234654
-0.0455,0.00229858735060051,0.447308053234654
-0.0454875,0.00162564802682935,0.447308053234654
-0.045475,0.00196211768871493,0.446970102770143
-0.0454625,0.00196211768871493,0.446970102770143
-0.04545,0.00162564802682935,0.447308053234654
-0.0454375,0.00229858735060051,0.447308053234654
-0.045425,0.00162564802682935,0.447308053234654
-0.0454125,0.00162564802682935,0.447308053234654
-0.0454,0.00196211768871493,0.447308053234654
-0.0453875,0.00128917836494377,0.447308053234654
-0.045375,0.00196211768871493,0.447308053234654
-0.0453625,0.00196211768871493,0.447308053234654
-0.04535,0.00128917836494377,0.447308053234654
-0.0453375,0.00229858735060051,0.446970102770143
-0.045325,0.00162564802682935,0.446970102770143
-0.0453125,0.00162564802682935,0.447308053234654
-0.0453,0.00196211768871493,0.447308053234654
-0.0452875,0.00128917836494377,0.446970102770143
-0.045275,0.00196211768871493,0.446970102770143
-0.0452625,0.00196211768871493,0.446970102770143
-0.04525,0.00128917836494377,0.446970102770143
-0.0452375,0.00196211768871493,0.447308053234654
-0.045225,0.00196211768871493,0.447308053234654
-0.0452125,0.00162564802682935,0.447308053234654
-0.0452,0.00229858735060051,0.447308053234654
-0.0451875,0.00162564802682935,0.447308053234654
-0.045175,0.00229858735060051,0.433452084189713
-0.0451625,0.0658913534469758,-0.426631847990133
-0.04515,0.0480584613670398,-0.423928244274047
-0.0451375,0.0362820232010444,-0.421900541486983
-0.045125,0.0271973423301337,-0.42054873962894
-0.0451125,0.0201314794305364,-0.419872838699918
-0.0451,0.0157573738260239,-0.418858987306386
-0.0450875,0.0117197378833968,-0.419196937770897
-0.045075,0.00902798058831217,-0.418858987306386
-0.0450625,0.00768210194076985,-0.418521036841875
-0.04505,0.00566328396945634,-0.418183086377365
-0.0450375,0.0046538749837996,-0.418183086377365
-0.045025,0.00431740532191402,-0.418521036841875
-0.0450125,0.00330799633625725,-0.418183086377365
-0.045,0.00330799633625725,-0.417845135912854
-0.0449875,0.00297152667437167,-0.418183086377365
-0.044975,0.00229858735060051,-0.418183086377365
-0.0449625,0.00297152667437167,-0.417845135912854
-0.04495,0.00229858735060051,-0.417845135912854
-0.0449375,0.00229858735060051,-0.417845135912854
-0.044925,0.00229858735060051,-0.418183086377365
-0.0449125,0.00162564802682935,-0.417845135912854
-0.0449,0.00196211768871493,-0.417845135912854
-0.0448875,0.00229858735060051,-0.417845135912854
-0.044875,0.00162564802682935,-0.417845135912854
-0.0448625,0.00196211768871493,-0.417507185448343
-0.04485,0.00162564802682935,-0.417845135912854
-0.0448375,0.00162564802682935,-0.417845135912854
-0.044825,0.00229858735060051,-0.417507185448343
-0.0448125,0.00128917836494377,-0.417507185448343
-0.0448,0.00162564802682935,-0.417507185448343
-0.0447875,0.00229858735060051,-0.417845135912854
-0.044775,0.00128917836494377,-0.417507185448343
-0.0447625,0.00196211768871493,-0.417507185448343
-0.04475,0.00196211768871493,-0.417507185448343
-0.0447375,0.00162564802682935,-0.417507185448343
-0.044725,0.00229858735060051,-0.417507185448343
-0.0447125,0.00128917836494377,-0.417507185448343
-0.0447,0.00162564802682935,-0.417507185448343
-0.0446875,0.00196211768871493,-0.417507185448343
-0.044675,0.00128917836494377,-0.417507185448343
-0.0446625,0.00162564802682935,-0.417507185448343
-0.04465,0.00196211768871493,-0.417507185448343
-0.0446375,0.00128917836494377,-0.417507185448343
-0.044625,0.00196211768871493,-0.417507185448343
-0.0446125,0.00196211768871493,-0.417507185448343
-0.0446,0.00162564802682935,-0.417507185448343
-0.0445875,0.00229858735060051,-0.417507185448343
-0.044575,0.00162564802682935,-0.417507185448343
-0.0445625,0.00162564802682935,-0.417507185448343
-0.04455,0.00229858735060051,-0.417507185448343
-0.0445375,0.00128917836494377,-0.417507185448343
-0.044525,0.00196211768871493,-0.417507185448343
-0.0445125,0.00196211768871493,-0.417507185448343
-0.0445,0.00128917836494377,-0.417507185448343
-0.0444875,0.00196211768871493,-0.417169234983832
-0.044475,0.00196211768871493,-0.417507185448343
-0.0444625,0.00162564802682935,-0.417169234983832
-0.04445,0.00196211768871493,-0.417169234983832
-0.0444375,0.00128917836494377,-0.417169234983832
-0.044425,0.00196211768871493,-0.417169234983832
-0.0444125,0.00196211768871493,-0.417169234983832
-0.0444,0.00162564802682935,-0.417507185448343
-0.0443875,0.00196211768871493,-0.417507185448343
-0.044375,0.00196211768871493,-0.417169234983832
-0.0443625,0.00162564802682935,-0.417169234983832
-0.04435,0.00229858735060051,-0.417169234983832
-0.0443375,0.00162564802682935,-0.417169234983832
-0.044325,0.00162564802682935,-0.417169234983832
-0.0443125,0.00196211768871493,-0.417169234983832
-0.0443,0.00128917836494377,-0.417169234983832
-0.0442875,0.00196211768871493,-0.417507185448343
-0.044275,0.00196211768871493,-0.417169234983832
-0.0442625,0.00162564802682935,-0.417507185448343
-0.04425,0.00229858735060051,-0.417507185448343
-0.0442375,0.00196211768871493,-0.417507185448343
-0.044225,0.00162564802682935,-0.417169234983832
-0.0442125,0.00196211768871493,-0.417507185448343
-0.0442,0.00162564802682935,-0.417507185448343
-0.0441875,0.00196211768871493,-0.417507185448343
-0.044175,0.00196211768871493,-0.417169234983832
-0.0441625,0.00128917836494377,-0.417507185448343
-0.04415,0.00196211768871493,-0.417169234983832
-0.0441375,0.00162564802682935,-0.417169234983832
-0.044125,0.00128917836494377,-0.417169234983832
-0.0441125,0.00229858735060051,-0.417507185448343
-0.0441,0.00162564802682935,-0.417507185448343
-0.0440875,0.00162564802682935,-0.417169234983832
-0.044075,0.00229858735060051,-0.417169234983832
-0.0440625,0.00128917836494377,-0.417507185448343
-0.04405,0.00196211768871493,-0.417169234983832
-0.0440375,0.00196211768871493,-0.417507185448343
-0.044025,0.00128917836494377,-0.417169234983832
-0.0440125,0.00229858735060051,-0.417169234983832
-0.044,0.00162564802682935,-0.417169234983832
-0.0439875,0.00162564802682935,-0.417169234983832
-0.043975,0.00229858735060051,-0.417169234983832
-0.0439625,0.00162564802682935,-0.417169234983832
-0.04395,0.00229858735060051,-0.417169234983832
-0.0439375,0.00229858735060051,-0.417169234983832
-0.043925,0.00162564802682935,-0.417169234983832
-0.0439125,0.00229858735060051,-0.417169234983832
-0.0439,0.00196211768871493,-0.417169234983832
-0.0438875,0.00162564802682935,-0.417169234983832
-0.043875,0.00196211768871493,-0.417169234983832
-0.0438625,0.00162564802682935,-0.417169234983832
-0.04385,0.00196211768871493,-0.417169234983832
-0.0438375,0.00229858735060051,-0.416831284519322
-0.043825,0.00128917836494377,-0.417169234983832
-0.0438125,0.00196211768871493,-0.417169234983832
-0.0438,0.00196211768871493,-0.417169234983832
-0.0437875,0.00162564802682935,-0.417169234983832
-0.043775,0.00229858735060051,-0.417169234983832
-0.0437625,0.00162564802682935,-0.417169234983832
-0.04375,0.00128917836494377,-0.417169234983832
-0.0437375,0.00229858735060051,-0.417169234983832
-0.043725,0.00162564802682935,-0.416831284519322
-0.0437125,0.00162564802682935,-0.417169234983832
-0.0437,0.00196211768871493,-0.417169234983832
-0.0436875,0.00128917836494377,-0.417169234983832
-0.043675,0.00196211768871493,-0.417169234983832
-0.0436625,0.00196211768871493,-0.417507185448343
-0.04365,0.00128917836494377,-0.417169234983832
-0.0436375,0.00196211768871493,-0.417169234983832
-0.043625,0.00162564802682935,-0.417169234983832
-0.0436125,0.00162564802682935,-0.417507185448343
-0.0436,0.00229858735060051,-0.417169234983832
-0.0435875,0.00128917836494377,-0.417169234983832
-0.043575,0.00196211768871493,-0.417169234983832
-0.0435625,0.00196211768871493,-0.417169234983832
-0.04355,0.00128917836494377,-0.417169234983832
-0.0435375,0.00196211768871493,-0.417507185448343
-0.043525,0.00196211768871493,-0.417169234983832
-0.0435125,0.00128917836494377,-0.417169234983832
-0.0435,0.00196211768871493,-0.417507185448343
-0.0434875,0.00128917836494377,-0.417169234983832
-0.043475,0.00162564802682935,-0.417169234983832
-0.0434625,0.00196211768871493,-0.417507185448343
-0.04345,0.00128917836494377,-0.417507185448343
-0.0434375,0.00196211768871493,-0.417507185448343
-0.043425,0.00196211768871493,-0.417169234983832
-0.0434125,0.00128917836494377,-0.417169234983832
-0.0434,0.00196211768871493,-0.417169234983832
-0.0433875,0.00162564802682935,-0.417169234983832
-0.043375,0.00162564802682935,-0.417169234983832
-0.0433625,0.00196211768871493,-0.417507185448343
-0.04335,0.00162564802682935,-0.417507185448343
-0.0433375,0.00196211768871493,-0.417169234983832
-0.043325,0.00196211768871493,-0.417169234983832
-0.0433125,0.00128917836494377,-0.417169234983832
-0.0433,0.00229858735060051,-0.417507185448343
-0.0432875,0.00196211768871493,-0.417169234983832
-0.043275,0.00128917836494377,-0.417507185448343
-0.0432625,0.00229858735060051,-0.417169234983832
-0.04325,0.00162564802682935,-0.417507185448343
-0.0432375,0.00162564802682935,-0.417169234983832
-0.043225,0.00229858735060051,-0.417169234983832
-0.0432125,0.00128917836494377,-0.417169234983832
-0.0432,0.00196211768871493,-0.416831284519322
-0.0431875,0.00196211768871493,-0.417169234983832
-0.043175,0.00162564802682935,-0.417169234983832
-0.0431625,0.00196211768871493,-0.417169234983832
-0.04315,0.00162564802682935,-0.417169234983832
-0.0431375,0.00162564802682935,-0.417507185448343
-0.043125,0.00196211768871493,-0.417169234983832
-0.0431125,0.00162564802682935,-0.417169234983832
-0.0431,0.00196211768871493,-0.417169234983832
-0.0430875,0.00196211768871493,-0.417169234983832
-0.043075,0.00162564802682935,-0.417169234983832
-0.0430625,0.00196211768871493,-0.417507185448343
-0.04305,0.00162564802682935,-0.417169234983832
-0.0430375,0.00128917836494377,-0.417169234983832
-0.043025,0.00229858735060051,-0.417169234983832
-0.0430125,0.00128917836494377,-0.416831284519322
-0.043,0.00162564802682935,-0.416831284519322
-0.0429875,0.00196211768871493,-0.417169234983832
-0.042975,0.00128917836494377,-0.417169234983832
-0.0429625,0.00162564802682935,-0.417169234983832
-0.04295,0.00196211768871493,-0.417169234983832
-0.0429375,0.00128917836494377,-0.417169234983832
-0.042925,0.00229858735060051,-0.417169234983832
-0.0429125,0.00162564802682935,-0.417169234983832
-0.0429,0.00162564802682935,-0.417169234983832
-0.0428875,0.00229858735060051,-0.417169234983832
-0.042875,0.00162564802682935,-0.417169234983832
-0.0428625,0.00196211768871493,-0.417169234983832
-0.04285,0.00229858735060051,-0.417169234983832
-0.0428375,0.00128917836494377,-0.417169234983832
-0.042825,0.00196211768871493,-0.416831284519322
-0.0428125,0.00162564802682935,-0.417169234983832
-0.0428,0.00162564802682935,-0.417169234983832
-0.0427875,0.00229858735060051,-0.417169234983832
-0.042775,0.00196211768871493,-0.417169234983832
-0.0427625,0.00196211768871493,-0.417169234983832
-0.04275,0.00229858735060051,-0.417169234983832
